Architecture,Window,Layers,Units,LearningRate,Fold1_MSE,Fold2_MSE,Fold3_MSE,Fold4_MSE,Fold5_MSE,Fold6_MSE,Fold7_MSE,Fold8_MSE,Fold9_MSE,Fold10_MSE,Avg_MSE,Avg_MAE,Train_Time_sec
cnn,15,12,32,0.005,0.0026471565943211317,0.003952397964894772,0.004350853618234396,,,,,,,,0.0036501360591500998,0.0403422142068545,204.07
cnn,15,12,32,0.001,0.0032218138221651316,0.004149949178099632,0.003908781800419092,,,,,,,,0.003760181600227952,0.04019434501727422,188.43
cnn,15,12,32,0.0005,0.00366705353371799,0.004465269390493631,0.003837449010461569,,,,,,,,0.003989923978224397,0.04153325284520785,186.77
cnn,15,12,64,0.01,0.004255051724612713,0.00532781844958663,0.005286438390612602,,,,,,,,0.004956436188270648,0.049289861073096596,161.66
cnn,15,12,64,0.005,0.003265820676460862,0.0042387391440570354,0.0035273730754852295,,,,,,,,0.003677310965334376,0.04072092970212301,273.0
cnn,15,12,64,0.0005,0.002950961235910654,0.003431446384638548,0.0034235508646816015,,,,,,,,0.003268652828410268,0.03811691080530485,269.85
cnn,15,12,64,0.001,0.0030377372168004513,0.0037506709340959787,0.003342927899211645,,,,,,,,0.0033771120167026916,0.03852144007881483,274.23
cnn,15,12,128,0.01,0.004164904356002808,0.006089244037866592,0.0056947702541947365,,,,,,,,0.0053163062160213785,0.051997046917676926,346.6
cnn,15,12,128,0.005,0.0031767336186021566,0.003838419681414962,0.004023679997771978,,,,,,,,0.0036796110992630324,0.04114197567105293,342.22
cnn,15,12,128,0.001,0.0029116140212863684,0.00360646890476346,0.0035259919241070747,,,,,,,,0.003348024950052301,0.03790644556283951,343.47
cnn,15,12,128,0.0005,0.002696770476177335,0.003951019607484341,0.0030756688211113214,,,,,,,,0.0032411529682576656,0.03732307876149813,355.38
